EntrezID	Symbol	GeneLength
5414	SEPT4	8564
23157	SEPT6	8368
989	SEPT7	12364
285961	SEPT7L	1298
317774	SEPT7P1	200
641977	SEPT7P2	6211
646913	SEPT7P3	225
100130564	SEPT7P7	293
23176	SEPT8	9324
10801	SEPT9	15293
6415	SEPW1	6068
84947	SERAC1	7531
26135	SERBP1	9559
389866	SERBP1P1	1877
253190	SERHL2	6444
57515	SERINC1	5073
347735	SERINC2	8368
10955	SERINC3	5948
256987	SERINC5	13853
27230	SERP1	8830
387923	SERP2	6404
5265	SERPINA1	7588
51156	SERPINA10	2757
256394	SERPINA11	1477
145264	SERPINA12	2276
866	SERPINA6	2310
6906	SERPINA7	2470
327657	SERPINA9	4527
1992	SERPINB1	6186
5273	SERPINB10	729
89778	SERPINB11	5496
89777	SERPINB12	3906
5275	SERPINB13	5250
5055	SERPINB2	3473
5268	SERPINB5	4470
5269	SERPINB6	15177
8710	SERPINB7	5341
5272	SERPINB9	9538
462	SERPINC1	2067
3053	SERPIND1	2572
5054	SERPINE1	10145
5270	SERPINE2	9852
647174	SERPINE3	2762
5176	SERPINF1	2600
5345	SERPINF2	2391
710	SERPING1	4258
871	SERPINH1	6795
158172	SERPINH1P1	1977
5274	SERPINI1	2799
5276	SERPINI2	3068
29950	SERTAD1	2113
9792	SERTAD2	5548
29946	SERTAD3	2291
56256	SERTAD4	6133
27244	SESN1	7717
83667	SESN2	3527
143686	SESN3	11901
91404	SESTD1	12219
6418	SET	6420
26040	SETBP1	12273
9739	SETD1A	7848
23067	SETD1B	10852
29072	SETD2	13526
84193	SETD3	9915
54093	SETD4	11083
55209	SETD5	17213
79918	SETD6	6649
80854	SETD7	10404
387893	SETD8	5521
57108	SETD8P1	2355
9869	SETDB1	11125
83852	SETDB2	13895
6419	SETMAR	5646
23064	SETX	13925
124925	SEZ6	5606
23544	SEZ6L	7396
26470	SEZ6L2	4125
7536	SF1	11300
10291	SF3A1	6431
8175	SF3A2	4488
10946	SF3A3	5611
170548	SF3A3P1	1043
449645	SF3A3P2	1757
23451	SF3B1	9426
51639	SF3B14	2109
10992	SF3B2	10117
23450	SF3B3	15758
83443	SF3B5	742
51460	SFMBT1	5723
57713	SFMBT2	11020
2810	SFN	1438
6421	SFPQ	12556
6422	SFRP1	5023
6423	SFRP2	2041
6424	SFRP4	4356
6425	SFRP5	2028
113402	SFT2D1	6654
84826	SFT2D3	3890
207107	SFTA1P	782
389376	SFTA2	695
653509	SFTPA1	2552
729238	SFTPA2	2933
6439	SFTPB	7836
6440	SFTPC	2793
6441	SFTPD	1856
94081	SFXN1	8539
118980	SFXN2	5410
81855	SFXN3	5949
119559	SFXN4	3904
94097	SFXN5	12912
6442	SGCA	3684
6444	SGCD	10817
8910	SGCE	2883
6445	SGCG	2366
137868	SGCZ	2177
84251	SGIP1	17058
6446	SGK1	10289
84197	SGK196	2473
157285	SGK223	5446
259230	SGMS1	11856
166929	SGMS2	8065
151648	SGOL1	4863
151246	SGOL2	7479
8879	SGPL1	7856
81537	SGPP1	3390
130367	SGPP2	5369
6448	SGSH	7305
129049	SGSM1	8658
9905	SGSM2	11243
27352	SGSM3	5279
6449	SGTA	4080
54557	SGTB	6122
25970	SH2B1	7576
10603	SH2B2	2470
10019	SH2B3	6255
4068	SH2D1A	2522
117157	SH2D1B	2915
9047	SH2D2A	3625
10045	SH2D3A	6799
10044	SH2D3C	9237
63898	SH2D4A	5593
387694	SH2D4B	4379
400745	SH2D5	4705
284948	SH2D6	4253
646892	SH2D7	1892
6451	SH3BGRL	3978
83699	SH3BGRL2	9096
83442	SH3BGRL3	2091
6452	SH3BP2	14599
23677	SH3BP4	7459
9467	SH3BP5	6536
80851	SH3BP5L	7775
152503	SH3D19	9899
6455	SH3GL1	3755
6458	SH3GL1P1	2917
6459	SH3GL1P2	2609
6456	SH3GL2	4580
6457	SH3GL3	3492
51100	SH3GLB1	8379
56904	SH3GLB2	9648
30011	SH3KBP1	6292
9644	SH3PXD2A	15363
285590	SH3PXD2B	7973
57630	SH3RF1	6725
153769	SH3RF2	7526
344558	SH3RF3	4025
54436	SH3TC1	15479
79628	SH3TC2	37068
26751	SH3YL1	17290
50944	SHANK1	9497
22941	SHANK2	16776
85358	SHANK3	11112
81858	SHARPIN	5580
6462	SHBG	1971
25759	SHC2	7389
53358	SHC3	4554
399694	SHC4	6461
79801	SHCBP1	4378
56961	SHD	2811
126669	SHE	8922
90525	SHF	4678
7979	SHFM1	13293
153842	SHFM1P1	205
6469	SHH	5200
387914	SHISA2	2889
152573	SHISA3	2712
149345	SHISA4	3556
51246	SHISA5	4996
388336	SHISA6	8443
729956	SHISA7	6037
729993	SHISA9	10155
92799	SHKBP1	3898
6470	SHMT1	5342
6471	SHMT1P1	615
6472	SHMT2	5891
8036	SHOC2	4637
6473	SHOX	4388
6474	SHOX2	5079
23729	SHPK	3838
257218	SHPRH	20812
55164	SHQ1	6732
134549	SHROOM1	6730
357	SHROOM2	9053
57619	SHROOM3	15533
57477	SHROOM4	10307
6476	SI	6140
54414	SIAE	6409
6477	SIAH1	8963
6478	SIAH2	3758
283514	SIAH3	4577
54847	SIDT1	8858
51092	SIDT2	8768
59307	SIGIRR	3495
6614	SIGLEC1	10576
89790	SIGLEC10	4409
89858	SIGLEC12	808
284266	SIGLEC15	3605
400709	SIGLEC16	2657
114195	SIGLEC22P	631
114196	SIGLEC24P	903
946	SIGLEC6	4584
27036	SIGLEC7	3032
27180	SIGLEC9	4017
10280	SIGMAR1	2977
150094	SIK1	5335
23235	SIK2	8870
23387	SIK3	10805
64374	SIL1	4893
6492	SIM1	8133
6493	SIM2	8979
25942	SIN3A	15168
23309	SIN3B	10511
6494	SIPA1	5191
26037	SIPA1L1	18573
57568	SIPA1L2	8914
23094	SIPA1L3	12356
140885	SIRPA	6569
55423	SIRPG	5800
23411	SIRT1	5096
22933	SIRT2	12960
23410	SIRT3	8755
23409	SIRT4	2322
23408	SIRT5	11527
51548	SIRT6	3597
51547	SIRT7	6375
27240	SIT1	1437
10572	SIVA1	5425
6495	SIX1	5786
10736	SIX2	2426
6496	SIX3	3355
51804	SIX4	6803
147912	SIX5	4419
4990	SIX6	1748
220134	SKA1	2930
348235	SKA2	3320
221150	SKA3	2986
8631	SKAP1	2632
8935	SKAP2	7365
100049615	SKCG-1	2080
6497	SKI	6571
6498	SKIL	10145
391037	SKINTL	400
6499	SKIV2L	6231
23517	SKIV2L2	7582
652991	SKOR2	1302
6500	SKP1	6372
6922	SKP1P1	1352
6502	SKP2	4175
6503	SLA	10525
84174	SLA2	3134
122060	SLAIN1	6702
57606	SLAIN2	8234
6504	SLAMF1	3985
114836	SLAMF6	4223
57823	SLAMF7	4857
56833	SLAMF8	4071
89886	SLAMF9	1410
7884	SLBP	2280
6554	SLC10A1	2843
6555	SLC10A2	3779
8273	SLC10A3	2149
201780	SLC10A4	2117
347051	SLC10A5	1446
345274	SLC10A6	1502
84068	SLC10A7	6977
6556	SLC11A1	10296
4891	SLC11A2	13862
6558	SLC12A2	11397
6559	SLC12A3	7568
57468	SLC12A5	9015
9990	SLC12A6	10931
10723	SLC12A7	9141
56996	SLC12A9	8656
6561	SLC13A1	4958
9058	SLC13A2	3226
26266	SLC13A4	8095
284111	SLC13A5	10277
6563	SLC14A1	7093
8170	SLC14A2	5227
6564	SLC15A1	3126
6565	SLC15A2	6774
51296	SLC15A3	4307
121260	SLC15A4	9206
729025	SLC15A5	2923
6566	SLC16A1	7460
117247	SLC16A10	4037
162515	SLC16A11	2040
387700	SLC16A12	7366
201232	SLC16A13	1805
151473	SLC16A14	4936
6567	SLC16A2	5337
9123	SLC16A3	4625
9122	SLC16A4	3286
9121	SLC16A5	5921
9120	SLC16A6	4158
9194	SLC16A7	7346
23539	SLC16A8	2203
220963	SLC16A9	10119
10246	SLC17A2	2647
10050	SLC17A4	5785
26503	SLC17A5	4932
57084	SLC17A6	4652
57030	SLC17A7	5155
246213	SLC17A8	4271
63910	SLC17A9	5188
6570	SLC18A1	3906
6571	SLC18A2	4445
6572	SLC18A3	2475
6573	SLC19A1	11428
10560	SLC19A2	5801
80704	SLC19A3	6419
6505	SLC1A1	4472
6506	SLC1A2	12764
6507	SLC1A3	7998
6509	SLC1A4	13632
6510	SLC1A5	3534
6511	SLC1A6	8121
6512	SLC1A7	4234
6574	SLC20A1	9710
6575	SLC20A2	14673
6580	SLC22A1	2521
55867	SLC22A11	5781
116085	SLC22A12	3510
9390	SLC22A13	2554
9389	SLC22A14	3673
55356	SLC22A15	5740
85413	SLC22A16	4718
51310	SLC22A17	4900
5002	SLC22A18	5435
5003	SLC22A18AS	2483
6582	SLC22A2	5790
440044	SLC22A20	4723
63027	SLC22A23	9126
283238	SLC22A24	2485
387601	SLC22A25	6127
6581	SLC22A3	12655
6583	SLC22A4	4090
6584	SLC22A5	13932
9356	SLC22A6	2345
10864	SLC22A7	5772
9376	SLC22A8	8677
9963	SLC23A1	3768
9962	SLC23A2	9932
9187	SLC24A1	10017
25769	SLC24A2	11422
57419	SLC24A3	4099
283652	SLC24A5	6625
80024	SLC24A6	8514
6576	SLC25A1	3580
8402	SLC25A11	2758
8604	SLC25A12	11876
10165	SLC25A13	7582
9016	SLC25A14	3984
10166	SLC25A15	4848
8034	SLC25A16	5055
10478	SLC25A17	3964
83733	SLC25A18	5316
60386	SLC25A19	4178
83884	SLC25A2	1417
788	SLC25A20	2226
89874	SLC25A21	4783
79751	SLC25A22	4827
79085	SLC25A23	5691
29957	SLC25A24	6969
114789	SLC25A25	6370
115286	SLC25A26	7940
9481	SLC25A27	7692
81894	SLC25A28	10944
123096	SLC25A29	13023
253512	SLC25A30	8203
83447	SLC25A31	2191
81034	SLC25A32	5810
84275	SLC25A33	4598
284723	SLC25A34	3309
399512	SLC25A35	4655
55186	SLC25A36	13645
51312	SLC25A37	12329
54977	SLC25A38	3655
51629	SLC25A39	3312
291	SLC25A4	9780
55972	SLC25A40	4669
284427	SLC25A41	1655
284439	SLC25A42	5471
203427	SLC25A43	3624
9673	SLC25A44	4655
283130	SLC25A45	7854
91137	SLC25A46	10276
283600	SLC25A47	1793
153328	SLC25A48	3505
292	SLC25A5	2373
266623	SLC25A5P1	922
344371	SLC25A5P2	1032
222005	SLC25A5P3	792
392301	SLC25A5P8	398
293	SLC25A6	3824
10861	SLC26A1	4538
65012	SLC26A10	6223
284129	SLC26A11	5138
1836	SLC26A2	8615
1811	SLC26A3	3371
5172	SLC26A4	6252
375611	SLC26A5	3367
116369	SLC26A8	6036
115019	SLC26A9	5798
376497	SLC27A1	8673
11001	SLC27A2	3234
11000	SLC27A3	5472
10998	SLC27A5	4723
28965	SLC27A6	3448
9154	SLC28A1	6204
9153	SLC28A2	3775
64078	SLC28A3	5998
2030	SLC29A1	7350
3177	SLC29A2	6562
55315	SLC29A3	3821
222962	SLC29A4	3870
6513	SLC2A1	7667
81031	SLC2A10	5364
154091	SLC2A12	7110
114134	SLC2A13	10435
144195	SLC2A14	6680
6514	SLC2A2	4544
6515	SLC2A3	10096
391045	SLC2A3P2	625
6517	SLC2A4	4332
6518	SLC2A5	5921
11182	SLC2A6	6854
155184	SLC2A7	1539
29988	SLC2A8	6754
56606	SLC2A9	8354
7779	SLC30A1	5984
55532	SLC30A10	315
7780	SLC30A2	4382
7781	SLC30A3	5978
7782	SLC30A4	7230
64924	SLC30A5	7257
55676	SLC30A6	6965
148867	SLC30A7	10510
169026	SLC30A8	8749
10463	SLC30A9	7185
1317	SLC31A1	6654
1318	SLC31A2	7373
140679	SLC32A1	2815
9197	SLC33A1	6489
6569	SLC34A1	4580
142680	SLC34A3	4952
7355	SLC35A2	4122
23443	SLC35A3	3801
113829	SLC35A4	4297
55032	SLC35A5	5990
10237	SLC35B1	5972
347734	SLC35B2	2869
51000	SLC35B3	17924
84912	SLC35B4	7390
55343	SLC35C1	4507
51006	SLC35C2	12297
23169	SLC35D1	8065
11046	SLC35D2	5536
340146	SLC35D3	2453
9906	SLC35E2	7259
728661	SLC35E2B	8882
55508	SLC35E3	4124
339665	SLC35E4	5661
222553	SLC35F1	5951
54733	SLC35F2	6614
148641	SLC35F3	4016
341880	SLC35F4	4369
80255	SLC35F5	11153
206358	SLC36A1	8222
153201	SLC36A2	6035
285641	SLC36A3	5585
120103	SLC36A4	7755
54020	SLC37A1	14602
219855	SLC37A2	6806
84255	SLC37A3	10662
2542	SLC37A4	6333
81539	SLC38A1	11732
124565	SLC38A10	12788
151258	SLC38A11	4529
54407	SLC38A2	12327
10991	SLC38A3	3030
55089	SLC38A4	4153
92745	SLC38A5	4918
145389	SLC38A6	8648
55238	SLC38A7	8154
146167	SLC38A8	1957
153129	SLC38A9	8808
57181	SLC39A10	11596
201266	SLC39A11	8250
221074	SLC39A12	3147
91252	SLC39A13	5668
23516	SLC39A14	10165
29986	SLC39A2	1582
55630	SLC39A4	5212
283375	SLC39A5	3582
25800	SLC39A6	6741
64116	SLC39A8	8235
55334	SLC39A9	7340
6519	SLC3A1	7630
6520	SLC3A2	6788
30061	SLC40A1	8088
254428	SLC41A1	5430
84102	SLC41A2	5566
54946	SLC41A3	7337
8501	SLC43A1	5085
124935	SLC43A2	6011
23446	SLC44A1	14598
57153	SLC44A2	5438
126969	SLC44A3	2946
80736	SLC44A4	3611
204962	SLC44A5	7950
50651	SLC45A1	3205
51151	SLC45A2	3658
57210	SLC45A4	8572
113235	SLC46A1	7514
57864	SLC46A2	2667
283537	SLC46A3	10165
55244	SLC47A1	5652
146802	SLC47A2	6123
55652	SLC48A1	6317
6521	SLC4A1	5752
57282	SLC4A10	6609
83959	SLC4A11	5168
22950	SLC4A1AP	7335
6522	SLC4A2	10084
6508	SLC4A3	7175
8671	SLC4A4	10155
57835	SLC4A5	8068
9497	SLC4A7	9642
9498	SLC4A8	15033
83697	SLC4A9	3790
6523	SLC5A1	5479
125206	SLC5A10	6161
115584	SLC5A11	4022
159963	SLC5A12	8121
6524	SLC5A2	4696
6527	SLC5A4	2028
6528	SLC5A5	3651
8884	SLC5A6	5789
60482	SLC5A7	5176
160728	SLC5A8	4177
200010	SLC5A9	4686
6529	SLC6A1	5052
386757	SLC6A10P	4083
6538	SLC6A11	5175
6539	SLC6A12	6216
6540	SLC6A13	4285
11254	SLC6A14	4774
55117	SLC6A15	9254
28968	SLC6A16	6450
388662	SLC6A17	7108
348932	SLC6A18	2120
340024	SLC6A19	5275
6530	SLC6A2	5076
54716	SLC6A20	6638
652969	SLC6A21P	304
6531	SLC6A3	4459
6532	SLC6A4	5094
9152	SLC6A5	2892
6533	SLC6A6	9640
54019	SLC6A6P1	759
6534	SLC6A7	4486
6535	SLC6A8	5887
6536	SLC6A9	5292
6541	SLC7A1	8298
56301	SLC7A10	3431
23657	SLC7A11	9814
157724	SLC7A13	2366
57709	SLC7A14	10489
100289450	SLC7A15P	450
6542	SLC7A2	9120
84889	SLC7A3	3575
6545	SLC7A4	2405
8140	SLC7A5	4822
387254	SLC7A5P2	13180
84138	SLC7A6OS	5968
9056	SLC7A7	5733
11136	SLC7A9	2608
6546	SLC8A1	7059
6543	SLC8A2	5638
6547	SLC8A3	9069
6548	SLC9A1	8303
6549	SLC9A2	6093
6550	SLC9A3	3672
9368	SLC9A3R1	2979
9351	SLC9A3R2	4629
389015	SLC9A4	4950
6553	SLC9A5	8750
10479	SLC9A6	5218
84679	SLC9A7	3391
23315	SLC9A8	8606
285195	SLC9A9	4889
6579	SLCO1A2	12751
53919	SLCO1C1	7854
6578	SLCO2A1	7652
11309	SLCO2B1	10460
28232	SLCO3A1	10913
28231	SLCO4A1	6511
353189	SLCO4C1	5334
81796	SLCO5A1	5143
133482	SLCO6A1	2961
643036	SLED1	751
91607	SLFN11	7180
55106	SLFN12	6073
100506736	SLFN12L	3446
146857	SLFN13	9657
342618	SLFN14	2890
162394	SLFN5	7907
200172	SLFNL1	5893
9353	SLIT2	12123
6586	SLIT3	11583
114798	SLITRK1	5498
84631	SLITRK2	7866
22865	SLITRK3	6010
139065	SLITRK4	9250
26050	SLITRK5	6638
84189	SLITRK6	4323
9748	SLK	9067
7871	SLMAP	12290
10650	SLMO1	2538
6588	SLN	1090
6590	SLPI	1108
79811	SLTM	10980
10569	SLU7	5091
57152	SLURP1	538
11039	SMA4	37791
11042	SMA5	9452
4086	SMAD1	10612
4087	SMAD2	12551
4088	SMAD3	11835
4090	SMAD5	9097
4091	SMAD6	7220
4092	SMAD7	3701
4093	SMAD9	6030
60682	SMAP1	7183
64744	SMAP2	6039
6594	SMARCA1	8510
6595	SMARCA2	11599
6597	SMARCA4	12828
8467	SMARCA5	6605
56916	SMARCAD1	8223
50485	SMARCAL1	5409
6598	SMARCB1	4285
6599	SMARCC1	8280
6601	SMARCC2	11816
6602	SMARCD1	4844
6603	SMARCD2	4930
6604	SMARCD3	6282
8243	SMC1A	11540
27127	SMC1B	4258
10592	SMC2	9954
9126	SMC3	4478
10051	SMC4	10215
23137	SMC5	8644
79677	SMC6	12709
23347	SMCHD1	15892
4184	SMCP	771
140771	SMCR5	2844
125170	SMCR7	4014
54471	SMCR7L	7530
140775	SMCR8	9288
55671	SMEK1	8048
57223	SMEK2	10958
139420	SMEK3P	3132
23049	SMG1	20632
23381	SMG5	6448
23293	SMG6	13151
9887	SMG7	9112
10285	SMNDC1	5103
6608	SMO	4854
64093	SMOC1	4470
64094	SMOC2	6999
54498	SMOX	9687
6609	SMPD1	3852
6610	SMPD2	2686
55512	SMPD3	7370
55627	SMPD4	10091
10924	SMPDL3A	8695
27293	SMPDL3B	2883
23676	SMPX	1465
6611	SMS	4810
6525	SMTN	12805
219537	SMTNL1	2069
342527	SMTNL2	4032
55234	SMU1	8044
23583	SMUG1	5740
57154	SMURF1	10183
64750	SMURF2	10976
150572	SMYD1	4605
56950	SMYD2	10354
64754	SMYD3	6724
114826	SMYD4	7039
10322	SMYD5	4064
6615	SNAI1	1704
6591	SNAI2	2876
333929	SNAI3	1732
8773	SNAP23	10394
6616	SNAP25	9887
9342	SNAP29	5237
116841	SNAP47	9789
9892	SNAP91	6200
6618	SNAPC2	2256
6619	SNAPC3	8998
6621	SNAPC4	7711
10302	SNAPC5	8108
23557	SNAPIN	1567
100126798	SNAR-A1	122
100170216	SNAR-A10	121
100169954	SNAR-A11	121
100126800	SNAR-A12	122
100169959	SNAR-A13	122
100191063	SNAR-A14	121
100126799	SNAR-A2	122
100169956	SNAR-A4	121
100169952	SNAR-A5	121
100169957	SNAR-A6	121
100169953	SNAR-A7	121
100169958	SNAR-A8	121
100169955	SNAR-A9	121
100170224	SNAR-B1	120
100170217	SNAR-B2	120
100170225	SNAR-C1	460
100170218	SNAR-C2	126
100170226	SNAR-C3	342
100170219	SNAR-C4	126
100170223	SNAR-C5	343
100170227	SNAR-D	119
100170220	SNAR-E	450
100126781	SNAR-F	123
100126780	SNAR-G1	128
100170228	SNAR-G2	119
100170222	SNAR-I	121
6622	SNCA	4041
9627	SNCAIP	8158
6620	SNCB	2009
6623	SNCG	2353
27044	SND1	13981
25992	SNED1	15564
11267	SNF8	6076
79753	SNIP1	4347
8303	SNN	3993
100124539	SNORA11B	127
100124540	SNORA11C	127
677801	SNORA14A	1071
677803	SNORA15	133
692157	SNORA16B	770
677808	SNORA23	192
677793	SNORA2A	223
677816	SNORA35	128
677818	SNORA36B	131
100124535	SNORA36C	128
677819	SNORA37	1487
100124536	SNORA38B	132
677823	SNORA42	1091
677827	SNORA46	135
677828	SNORA47	138
677829	SNORA49	137
677830	SNORA50	293
677833	SNORA54	123
677836	SNORA58	643
677882	SNORA59B	154
100124537	SNORA70B	134
100124538	SNORA70C	136
100379141	SNORA70D	135
100379250	SNORA70E	135
100379132	SNORA70G	142
677839	SNORA71C	354
677840	SNORA71D	138
26821	SNORA74A	200
677843	SNORA77	2286
677846	SNORA80	136
100302743	SNORA80B	1151
100124534	SNORA84	133
692234	SNORD103A	1096
338428	SNORD109A	780
692214	SNORD111	60
100113402	SNORD111B	94
767564	SNORD113-4	2345
767589	SNORD114-11	1821
767610	SNORD114-29	1126
767580	SNORD114-4	104
767582	SNORD114-6	541
100033413	SNORD116-1	641
100033422	SNORD116-10	104
100033425	SNORD116-13	441
100033414	SNORD116-2	97
100033438	SNORD116-26	486
100033439	SNORD116-27	932
100033415	SNORD116-3	106
100033420	SNORD116-8	108
100033421	SNORD116-9	108
100113392	SNORD11B	477
100113384	SNORD123	1954
692084	SNORD13	607
6076	SNORD13P1	517
6077	SNORD13P2	205
6078	SNORD13P3	205
6079	SNORD15A	148
677850	SNORD1C	5809
692092	SNORD32B	77
780851	SNORD3A	594
26851	SNORD3B-1	500
780852	SNORD3B-2	584
780853	SNORD3C	594
780854	SNORD3D	921
26810	SNORD41	60
26796	SNORD53	225
26788	SNORD60	1141
692108	SNORD67	111
692109	SNORD69	657
692076	SNORD7	406
692111	SNORD71	342
319103	SNORD8	261
692202	SNORD88A	452
692206	SNORD90	107
54861	SNRK	9305
23020	SNRNP200	13004
79622	SNRNP25	3306
11066	SNRNP35	6818
9410	SNRNP40	5402
154007	SNRNP48	8465
6625	SNRNP70	8821
6626	SNRPA	4360
6627	SNRPA1	7638
6629	SNRPB2	3358
6631	SNRPC	3179
6632	SNRPD1	2273
6633	SNRPD2	1740
645339	SNRPD2P2	768
6635	SNRPE	3900
6636	SNRPF	4502
6637	SNRPG	935
6640	SNTA1	3959
6641	SNTB1	6956
54212	SNTG1	4464
54221	SNTG2	4867
132203	SNTN	5469
22938	SNW1	4386
6642	SNX1	13515
29887	SNX10	4762
29916	SNX11	4425
29934	SNX12	6360
23161	SNX13	16793
57231	SNX14	13922
64089	SNX16	5278
9784	SNX17	5383
112574	SNX18	8422
399979	SNX19	13808
6643	SNX2	3773
124460	SNX20	5853
90203	SNX21	4944
79856	SNX22	4924
28966	SNX24	9019
83891	SNX25	6372
81609	SNX27	8191
92017	SNX29	9995
8724	SNX3	2361
401548	SNX30	11634
169166	SNX31	5342
254122	SNX32	6605
257364	SNX33	6712
8723	SNX4	3449
58533	SNX6	5562
51375	SNX7	2112
29886	SNX8	3130
51429	SNX9	12344
6646	SOAT1	4879
8435	SOAT2	2073
55084	SOBP	10040
8651	SOCS1	1408
8835	SOCS2	10009
9021	SOCS3	3304
122809	SOCS4	7278
9655	SOCS5	7192
9306	SOCS6	6090
30837	SOCS7	4921
6647	SOD1	6433
6648	SOD2	12088
6649	SOD3	2132
402381	SOHLH1	3403
6650	SOLH	7743
6651	SON	18769
148300	SONP1	1822
10580	SORBS1	21733
8470	SORBS2	29261
10174	SORBS3	7744
114815	SORCS1	10049
57537	SORCS2	7050
22986	SORCS3	6741
6652	SORD	3861
653381	SORD2	6565
6653	SORL1	16740
6272	SORT1	10735
6654	SOS1	19654
50964	SOST	2299
134548	SOWAHA	1157
6656	SOX1	4797
6663	SOX10	5089
6664	SOX11	9319
6666	SOX12	4667
9580	SOX13	8718
8403	SOX14	2044
6665	SOX15	2564
64321	SOX17	2935
54345	SOX18	1863
6657	SOX2	2457
11166	SOX21	3850
6658	SOX3	2132
11063	SOX30	4576
6659	SOX4	5852
6660	SOX5	12015
55553	SOX6	17946
30812	SOX8	4480
6662	SOX9	3938
6667	SP1	8095
3431	SP110	8618
6668	SP2	7389
6670	SP3	14980
160824	SP3P	3609
6671	SP4	6431
389058	SP5	2115
80320	SP6	4073
121340	SP7	3413
221833	SP8	3724
100131390	SP9	1455
53340	SPA17	4817
81833	SPACA1	1717
124912	SPACA3	1699
171169	SPACA4	984
389852	SPACA5	732
729201	SPACA5B	732
6674	SPAG1	5620
653423	SPAG11A	1745
10407	SPAG11B	1713
79582	SPAG16	9886
200162	SPAG17	11365
6676	SPAG4	2283
9576	SPAG6	6241
9552	SPAG7	3900
26206	SPAG8	4186
9043	SPAG9	12858
6677	SPAM1	5528
30014	SPANXA1	630
728712	SPANXA2	630
728695	SPANXB1	472
100133171	SPANXB2	893
64663	SPANXC	1053
64648	SPANXD	682
494118	SPANXN1	613
494119	SPANXN2	1377
139067	SPANXN3	593
441525	SPANXN4	431
494197	SPANXN5	561
6678	SPARC	7786
8404	SPARCL1	3967
6683	SPAST	5239
100505741	SPATA1	4028
353324	SPATA12	3047
83893	SPATA16	2557
128153	SPATA17	4058
132671	SPATA18	5114
219938	SPATA19	907
9825	SPATA2	4760
64847	SPATA20	5508
374955	SPATA21	7695
202051	SPATA24	1317
124044	SPATA2L	2495
130560	SPATA3	3980
132851	SPATA4	2538
166378	SPATA5	9565
79029	SPATA5L1	4704
54558	SPATA6	8620
55812	SPATA7	7677
145946	SPATA8	1494
83890	SPATA9	3204
375686	SPATC1	2015
65244	SPATS2	11286
26010	SPATS2L	16400
147841	SPC24	4209
57405	SPC25	2046
28972	SPCS1	3882
9789	SPCS2	7156
60559	SPCS3	7151
25803	SPDEF	1915
387778	SPDYC	1004
285955	SPDYE1	2949
441273	SPDYE2	7087
100310812	SPDYE2L	6867
441272	SPDYE3	5150
388333	SPDYE4	1085
442590	SPDYE5	3444
729597	SPDYE6	8537
441251	SPDYE7P	6438
389517	SPDYE8P	3480
25876	SPEF1	2102
79925	SPEF2	15939
10290	SPEG	20265
23013	SPEN	16812
220082	SPERT	2057
80208	SPG11	17179
23111	SPG20	10170
51324	SPG21	5904
6687	SPG7	15788
8877	SPHK1	4857
56848	SPHK2	7989
80309	SPHKAP	7688
6688	SPI1	3759
6689	SPIB	4837
121599	SPIC	1328
10927	SPIN1	7441
169981	SPIN3	7036
139886	SPIN4	4264
153218	SPINK13	1173
408187	SPINK14	294
6691	SPINK2	1280
27290	SPINK4	707
11005	SPINK5	7617
404203	SPINK6	739
84651	SPINK7	2231
646424	SPINK8	578
643394	SPINK9	840
6692	SPINT1	4347
10816	SPINT3	476
391253	SPINT4	532
56907	SPIRE1	11510
84501	SPIRE2	12690
124976	SPNS2	5176
201305	SPNS3	2711
23626	SPO11	1931
90853	SPOCD1	8526
6695	SPOCK1	5824
9806	SPOCK2	7464
50859	SPOCK3	4298
10418	SPON1	5743
10417	SPON2	12664
8405	SPOP	9944
339745	SPOPL	7929
6696	SPP1	5002
6694	SPP2	3272
84888	SPPL2A	3105
121665	SPPL3	11403
6697	SPR	2430
161742	SPRED1	3668
200734	SPRED2	6070
399473	SPRED3	2505
503542	SPRN	3173
399833	SPRNP1	2392
6698	SPRR1A	664
6699	SPRR1B	876
6700	SPRR2A	1014
6701	SPRR2B	683
6702	SPRR2C	715
6703	SPRR2D	1378
6704	SPRR2E	931
6705	SPRR2F	672
6706	SPRR2G	655
6707	SPRR3	1960
163778	SPRR4	766
10252	SPRY1	6742
10253	SPRY2	5533
10251	SPRY3	9095
81848	SPRY4	6481
84926	SPRYD3	3875
283377	SPRYD4	2132
80176	SPSB1	3105
84727	SPSB2	3632
92369	SPSB4	3342
6708	SPTA1	11162
6709	SPTAN1	17010
6710	SPTB	15130
6711	SPTBN1	24646
6712	SPTBN2	11949
57731	SPTBN4	13301
51332	SPTBN5	13059
10558	SPTLC1	7264
9517	SPTLC2	9652
55304	SPTLC3	10292
144108	SPTY2D1	6008
84654	SPZ1	1923
6713	SQLE	7284
8878	SQSTM1	14096
55133	SRBD1	5398
6714	SRC	6812
80725	SRCIN1	13702
136853	SRCRB4D	3344
6715	SRD5A1	4026
6719	SRD5A1P1	2155
6716	SRD5A2	4833
79644	SRD5A3	4260
6720	SREBF1	10313
6721	SREBF2	14961
6722	SRF	4971
153443	SRFBP1	3383
57522	SRGAP1	13506
23380	SRGAP2	16658
9901	SRGAP3	19763
5552	SRGN	6558
6717	SRI	4566
6345	SRL	5706
6723	SRM	1966
326269	SRMP2	357
6725	SRMS	2854
6727	SRP14	2276
6729	SRP54	6345
6730	SRP68	9910
6731	SRP72	5688
6726	SRP9	1493
6732	SRPK1	6318
